Geneid	Chr	Start	End	Strand	Length	fm_1	fm_2	fm_3	m_4	m_5	m_6
WBGene00044574	X	6601558	6603198	-	1641	0	0	1	0	0	0
WBGene00000786	X	6607207	6609045	+	1839	38	30	29	36	39	31
WBGene00044297	X	6610017	6615445	+	5429	0	0	0	0	0	0
WBGene00016088	X	6617393	6622915	-	5523	3	1	1	0	0	1
WBGene00002233	X	6619012	6627995	+	8984	0	0	0	0	0	0
WBGene00016090	X	6627963	6631537	-	3575	0	0	0	0	0	0
WBGene00016089	X	6631927	6635273	-	3347	0	0	0	0	0	0
WBGene00003710	X	6636561	6640620	-	4060	0	0	0	0	0	0
WBGene00016976	X	6645654	6651767	+	6114	0	0	0	1	0	0
WBGene00016975	X	6655528	6660376	+	4849	0	1	0	0	0	1
WBGene00003727	X	6661772	6669011	-	7240	1	0	1	0	2	1
WBGene00000745	X	6672819	6674423	+	1605	0	0	0	0	0	0
WBGene00018174	X	6674869	6679848	+	4980	0	2	2	0	0	0
WBGene00044575	X	6680901	6682783	-	1883	0	0	0	0	0	0
WBGene00018175	X	6684444	6690085	-	5642	0	0	0	0	0	0
WBGene00018173	X	6693631	6695724	+	2094	0	0	0	0	0	0
WBGene00018176	X	6695820	6698367	-	2548	0	0	0	0	0	0
WBGene00018172	X	6698533	6700919	+	2387	0	0	0	0	0	0
WBGene00000042	X	6702549	6709308	+	6760	0	0	0	0	0	0
WBGene00000043	X	6709538	6712925	+	3388	0	0	1	0	0	0
WBGene00003530	X	6713577	6716357	+	2781	3	4	3	7	7	3
WBGene00004877	X	6716195	6718695	-	2501	0	0	0	1	1	0
WBGene00004876	X	6719669	6723066	-	3398	1	0	3	2	2	2
WBGene00019656	X	6723743	6725668	-	1926	3	2	1	5	5	5
WBGene00019657	X	6725689	6729657	-	3969	0	2	4	0	0	1
WBGene00019843	X	6729998	6733301	-	3304	0	0	0	0	0	0
WBGene00003163	X	6742351	6743899	+	1549	0	3	5	2	3	2
WBGene00019844	X	6747296	6761738	-	14443	0	0	0	1	4	1
WBGene00002149	X	6765970	6778114	-	12145	0	0	0	1	0	1
WBGene00019226	X	6783157	6784273	+	1117	0	0	1	0	0	0
WBGene00019225	X	6784411	6787305	+	2895	1	1	0	1	1	2
WBGene00019227	X	6787256	6789548	-	2293	0	0	0	0	0	1
WBGene00000216	X	6791064	6792709	+	1646	32	36	25	77	96	85
WBGene00019749	X	6800053	6803702	+	3650	1	0	1	0	1	0
WBGene00019748	X	6806763	6817266	+	10504	0	5	1	2	2	3
WBGene00000991	X	6818438	6820080	+	1643	2	12	7	16	19	8
WBGene00001572	X	6820005	6823268	-	3264	1	1	2	2	2	1
WBGene00018257	X	6823885	6825862	-	1978	0	0	0	2	0	2
WBGene00018258	X	6831250	6835266	-	4017	0	0	0	1	2	1
WBGene00018259	X	6835491	6836115	-	625	0	0	0	0	0	1
WBGene00001617	X	6836210	6840720	-	4511	0	0	1	2	0	2
WBGene00000210	X	6841258	6842121	+	864	9	4	5	7	14	7
WBGene00016894	X	6844755	6845975	+	1221	5	2	3	1	2	3
WBGene00016893	X	6846234	6847425	+	1192	2	0	0	0	0	0
WBGene00004370	X	6853618	6860922	+	7305	1	0	1	0	1	0
WBGene00016896	X	6860947	6863424	-	2478	0	1	1	0	0	0
WBGene00003856	X	6864315	6865939	-	1625	0	0	1	0	0	0
WBGene00016895	X	6868632	6868769	-	138	0	0	0	0	0	0
WBGene00018278	X	6873359	6874823	-	1465	0	0	0	0	0	0
WBGene00000746	X	6875169	6877536	-	2368	0	0	0	0	0	0
WBGene00018279	X	6880938	6881895	-	958	0	0	0	0	0	0
WBGene00018280	X	6881868	6885277	-	3410	0	0	0	2	1	2
WBGene00006746	X	6889674	6897147	+	7474	0	0	0	0	0	0
WBGene00017446	X	6898648	6899948	-	1301	0	0	0	0	0	0
WBGene00003987	X	6901378	6903986	+	2609	1	0	1	0	0	0
WBGene00017445	X	6904721	6905849	+	1129	0	0	1	0	0	0
WBGene00003732	X	6914289	6921136	+	6848	1	0	1	1	1	0
WBGene00017449	X	6921646	6924764	-	3119	0	0	0	0	0	0
WBGene00017447	X	6924795	6928704	-	3910	0	2	0	1	0	0
WBGene00017448	X	6929262	6932425	-	3164	0	0	0	0	0	0
WBGene00015866	X	6935730	6939048	+	3319	0	0	0	0	0	1
WBGene00015865	X	6940217	6943722	+	3506	0	0	0	2	0	0
WBGene00002123	X	6943735	6956399	-	12665	0	0	0	1	2	1
WBGene00017156	X	6967357	6983132	+	15776	0	0	0	0	0	0
WBGene00219373	X	6989642	6990916	+	1275	0	0	0	0	1	0
WBGene00017154	X	6991727	6994162	+	2436	0	0	0	1	0	0
WBGene00006642	X	6994769	6996620	-	1852	0	0	0	0	0	0
WBGene00303051	X	6996519	6996548	-	30	0	0	0	0	0	0
WBGene00017157	X	6996853	7005575	-	8723	0	0	0	0	0	0
WBGene00000283	X	7020033	7023950	+	3918	2	2	0	2	5	0
WBGene00020126	X	7029136	7029640	+	505	0	0	0	1	0	1
WBGene00020125	X	7030239	7036037	-	5799	0	0	0	1	0	0
WBGene00006712	X	7050590	7055699	+	5110	0	0	0	0	0	0
WBGene00015169	X	7057724	7061190	+	3467	0	0	0	0	0	0
WBGene00015167	X	7061132	7063336	-	2205	0	0	0	3	2	2
WBGene00015168	X	7066342	7068563	-	2222	11	8	6	31	21	22
WBGene00043982	X	7071390	7075350	-	3961	0	0	0	0	1	1
WBGene00016467	X	7083254	7086012	-	2759	0	0	0	0	0	0
WBGene00021150	X	7085367	7085639	+	273	0	0	0	0	0	0
WBGene00016468	X	7089228	7096449	-	7222	0	0	1	0	0	0
WBGene00016469	X	7096745	7100338	-	3594	2	1	0	1	1	1
WBGene00016466	X	7101777	7102231	+	455	0	0	0	0	0	0
WBGene00016465	X	7106403	7108577	+	2175	0	0	0	0	0	0
WBGene00016464	X	7112889	7114866	+	1978	0	0	0	0	0	0
WBGene00001841	X	7116202	7116996	-	795	0	1	0	0	0	0
WBGene00002163	X	7126648	7139666	+	13019	1	1	2	0	0	0
WBGene00016912	X	7139875	7140566	+	692	0	0	0	1	0	0
WBGene00000116	X	7140504	7143641	-	3138	2	0	1	1	1	0
WBGene00016913	X	7143846	7151239	-	7394	4	5	6	4	5	2
WBGene00016914	X	7153889	7156035	-	2147	0	0	0	0	0	0
WBGene00004004	X	7159036	7166021	+	6986	0	0	0	2	0	1
WBGene00000238	X	7166005	7170625	-	4621	0	0	0	0	1	1
WBGene00044577	X	7177641	7177942	+	302	0	0	0	0	0	0
WBGene00016940	X	7187355	7187702	-	348	0	0	0	0	0	0
WBGene00206379	X	7191373	7191982	-	610	0	0	0	0	0	0
WBGene00001025	X	7194564	7198291	+	3728	1	1	1	0	2	7
WBGene00016939	X	7200364	7204044	+	3681	0	1	0	0	0	0
WBGene00016941	X	7204579	7205295	-	717	0	0	0	0	0	0
WBGene00022829	X	7206719	7210756	+	4038	0	0	0	0	0	0
WBGene00044283	X	7211705	7213956	+	2252	0	0	0	0	0	0
WBGene00044068	X	7218097	7226829	+	8733	1	0	0	0	2	0
WBGene00018519	X	7230705	7238662	-	7958	74	77	74	120	156	128
WBGene00018522	X	7238666	7242983	-	4318	1	3	7	3	5	4
WBGene00018520	X	7245064	7254610	-	9547	2	3	0	4	1	2
WBGene00018521	X	7255709	7256991	-	1283	0	0	0	0	0	0
WBGene00018523	X	7258116	7260377	-	2262	1	0	0	0	0	1
WBGene00018518	X	7265648	7267893	+	2246	2	1	1	3	0	0
WBGene00001696	X	7267870	7269479	-	1610	0	0	0	0	0	0
WBGene00303398	X	7269520	7272068	-	2549	0	0	0	0	0	0
WBGene00006750	X	7272317	7280322	-	8006	1	0	0	3	0	0
WBGene00019351	X	7292132	7296040	+	3909	4	6	4	7	7	7
WBGene00019352	X	7296010	7298752	-	2743	0	0	0	0	0	0
WBGene00006351	X	7301389	7305570	-	4182	7	10	9	3	3	4
WBGene00001912	X	7309564	7309875	-	312	0	0	0	0	0	0
WBGene00001914	X	7310110	7310520	+	411	0	0	0	0	0	0
WBGene00004988	X	7314969	7315353	-	385	6	6	11	8	16	11
WBGene00004987	X	7315995	7316818	-	824	1	0	0	2	0	1
WBGene00004991	X	7317341	7317712	+	372	0	0	0	0	0	0
WBGene00004989	X	7318239	7318756	-	518	2	4	3	2	4	1
WBGene00004990	X	7319937	7320354	-	418	18	24	14	36	44	48
WBGene00044442	X	7321903	7322423	-	521	0	0	0	0	0	0
WBGene00004912	X	7327601	7329705	+	2105	0	0	0	1	1	1
WBGene00020339	X	7329818	7330669	+	852	0	1	1	2	6	2
WBGene00020335	X	7330949	7331903	+	955	1	0	0	0	1	1
WBGene00020334	X	7334714	7340268	+	5555	2	2	1	0	1	1
WBGene00015565	X	7341509	7342780	+	1272	10	12	8	8	4	5
WBGene00015564	X	7344047	7344551	+	505	0	0	0	0	0	0
WBGene00016985	X	7365567	7365962	+	396	0	0	0	0	0	0
WBGene00016984	X	7377302	7388404	+	11103	0	0	0	1	0	0
WBGene00015667	X	7390570	7391442	+	873	0	0	0	0	0	0
WBGene00015666	X	7393467	7395998	+	2532	0	0	1	0	0	2
WBGene00206485	X	7395939	7398035	-	2097	0	0	0	0	0	0
WBGene00050957	X	7398884	7400954	+	2071	0	0	0	0	0	0
WBGene00015665	X	7401088	7403605	+	2518	0	0	1	0	0	0
WBGene00015664	X	7405693	7408780	+	3088	0	0	0	0	0	0
WBGene00015663	X	7410235	7412749	+	2515	0	0	0	0	0	0
WBGene00015668	X	7413611	7415520	-	1910	0	0	0	0	0	0
WBGene00015662	X	7416382	7418897	+	2516	0	0	0	0	0	0
WBGene00045456	X	7420871	7422654	+	1784	0	0	0	0	0	0
WBGene00003380	X	7422641	7424913	-	2273	0	1	0	0	0	0
WBGene00000523	X	7431465	7433535	+	2071	0	0	0	0	0	1
WBGene00000526	X	7433569	7435736	+	2168	0	0	0	1	0	0
WBGene00015294	X	7435602	7438118	-	2517	0	1	0	1	0	0
WBGene00015295	X	7439400	7442577	-	3178	0	0	1	0	1	1
WBGene00004949	X	7458280	7463736	-	5457	1	0	0	0	1	1
WBGene00000591	X	7465193	7475018	-	9826	0	1	1	0	0	1
WBGene00003185	X	7479248	7481005	+	1758	7	8	3	1	0	1
WBGene00018608	X	7481056	7485213	+	4158	0	0	0	0	0	0
WBGene00001637	X	7485864	7490707	+	4844	0	0	0	0	0	0
WBGene00018603	X	7490394	7493120	-	2727	0	0	0	0	0	0
WBGene00018605	X	7493724	7495591	-	1868	6	3	4	0	0	0
WBGene00018604	X	7495694	7500982	-	5289	11	8	6	5	6	13
WBGene00018606	X	7501415	7502907	-	1493	0	0	1	0	0	0
WBGene00000061	X	7503780	7506633	-	2854	0	0	0	0	0	0
WBGene00018607	X	7507877	7519669	-	11793	0	0	0	1	0	0
WBGene00018485	X	7525571	7527433	+	1863	0	0	0	1	0	0
WBGene00000438	X	7527769	7532732	-	4964	0	0	0	1	0	0
WBGene00001069	X	7536467	7537792	-	1326	0	0	0	0	0	1
WBGene00018486	X	7537809	7540133	-	2325	0	0	0	0	0	0
WBGene00000747	X	7546809	7548365	+	1557	0	0	0	0	0	0
WBGene00018484	X	7548458	7551288	+	2831	0	0	0	0	0	0
WBGene00018487	X	7551197	7554426	-	3230	0	0	0	0	0	0
WBGene00019803	X	7556788	7559085	-	2298	1	0	1	0	0	0
WBGene00017243	X	7559405	7562125	+	2721	0	0	0	1	0	0
WBGene00006063	X	7562824	7564814	+	1991	0	0	1	4	1	1
WBGene00007059	X	7565323	7568145	+	2823	1	1	0	0	1	0
WBGene00017244	X	7568141	7569722	-	1582	1	4	3	7	8	8
WBGene00006827	X	7570374	7573619	-	3246	0	0	0	0	0	1
WBGene00017241	X	7572357	7581055	+	8699	3	3	3	2	0	1
WBGene00303053	X	7573590	7573628	-	39	0	0	0	0	0	0
WBGene00000083	X	7586209	7595416	+	9208	0	4	0	1	6	2
WBGene00016657	X	7596927	7599824	+	2898	0	0	1	0	0	1
WBGene00006671	X	7599806	7608082	-	8277	1	0	0	1	1	0
WBGene00017813	X	7627651	7628233	+	583	1	0	0	0	0	0
WBGene00017814	X	7630526	7645413	-	14888	0	0	0	3	0	0
WBGene00206475	X	7656401	7656975	-	575	0	0	0	0	0	0
WBGene00017864	X	7657542	7660986	-	3445	17	14	14	15	17	9
WBGene00000992	X	7661891	7664919	-	3029	0	0	0	0	1	0
WBGene00270320	X	7665714	7667444	-	1731	0	0	0	0	0	0
WBGene00017865	X	7667333	7670755	-	3423	0	0	0	0	0	1
WBGene00017861	X	7672993	7676305	+	3313	0	0	0	0	0	0
WBGene00017866	X	7676511	7680619	-	4109	0	0	0	0	0	0
WBGene00006757	X	7682896	7686037	+	3142	0	6	3	3	5	2
WBGene00016898	X	7686640	7689219	-	2580	1	1	2	6	6	7
WBGene00002242	X	7690498	7707131	-	16634	0	0	0	1	0	0
WBGene00019583	X	7710432	7710743	-	312	0	0	0	0	0	0
WBGene00044698	X	7719272	7725637	+	6366	0	1	1	1	1	0
WBGene00004999	X	7725979	7726383	+	405	15	8	8	31	29	17
WBGene00006925	X	7727889	7733168	+	5280	233	203	211	1	1	1
WBGene00019584	X	7733334	7736271	-	2938	1	1	0	0	0	0
WBGene00019582	X	7739653	7741094	+	1442	0	0	0	0	0	0
WBGene00004335	X	7744239	7750013	+	5775	0	0	0	0	0	0
WBGene00000950	X	7753070	7774817	+	21748	0	0	1	1	0	1
WBGene00003171	X	7774856	7776689	-	1834	2	1	0	1	0	0
WBGene00022666	X	7777031	7782415	-	5385	0	0	1	2	0	0
WBGene00022665	X	7779577	7780607	+	1031	0	0	0	1	0	0
WBGene00022667	X	7783190	7787935	-	4746	1	1	4	1	0	0
WBGene00022668	X	7790178	7793563	-	3386	0	0	0	0	1	0
WBGene00000075	X	7794875	7798298	-	3424	3	0	2	0	1	0
WBGene00019846	X	7798949	7799780	-	832	0	1	0	0	0	0
WBGene00019847	X	7805624	7816924	-	11301	1	1	0	0	0	0
WBGene00004758	X	7816734	7821036	+	4303	0	1	2	2	3	4
WBGene00001169	X	7823654	7825769	+	2116	8	21	20	13	28	32
WBGene00006310	X	7827085	7834217	-	7133	0	0	0	0	0	0
WBGene00016916	X	7838882	7839381	+	500	0	0	0	0	0	0
WBGene00016915	X	7842541	7845557	+	3017	0	0	0	0	0	0
WBGene00045210	X	7845685	7847513	-	1829	0	0	0	0	0	0
WBGene00000367	X	7847678	7875954	-	28277	0	1	0	1	0	1
WBGene00016535	X	7879771	7880948	-	1178	0	1	0	1	0	1
WBGene00016531	X	7884294	7887479	+	3186	0	0	0	0	2	0
WBGene00016530	X	7889215	7889765	+	551	0	0	0	0	0	0
WBGene00016532	X	7889719	7892396	-	2678	0	0	0	0	0	0
WBGene00016533	X	7896221	7897790	-	1570	0	0	0	0	0	1
WBGene00043983	X	7903276	7905774	+	2499	0	0	0	0	0	1
WBGene00016529	X	7906964	7907119	+	156	0	0	0	0	0	0
WBGene00016534	X	7907966	7913930	-	5965	30	28	35	1	0	0
WBGene00006981	X	7925434	7926595	+	1162	0	0	0	0	0	0
WBGene00006980	X	7930750	7931808	+	1059	0	1	0	0	0	0
WBGene00006588	X	7937633	7945099	-	7467	1	1	2	2	2	6
WBGene00015776	X	7954354	7956225	+	1872	0	1	1	0	0	0
WBGene00015777	X	7956195	7958303	-	2109	0	0	0	0	0	0
WBGene00004774	X	7959453	7961723	-	2271	3	2	1	1	1	2
WBGene00018466	X	7976700	7980735	+	4036	0	1	0	0	0	0
WBGene00001945	X	7981382	7982070	-	689	1	1	0	0	1	1
WBGene00018465	X	7985979	7988981	+	3003	0	0	1	5	7	3
WBGene00018467	X	7988931	7998229	-	9299	0	0	0	0	1	0
WBGene00018462	X	8003682	8009400	+	5719	0	1	0	0	0	0
WBGene00018463	X	8003733	8004077	+	345	0	0	0	0	0	0
WBGene00016407	X	8014983	8026869	+	11887	6	2	3	6	8	1
WBGene00303044	X	8018027	8018098	+	72	0	0	0	0	0	0
WBGene00016406	X	8029479	8031614	+	2136	1	1	1	0	0	1
WBGene00006962	X	8041313	8044409	+	3097	0	0	0	0	0	0
WBGene00015950	X	8045518	8047552	+	2035	0	0	0	0	0	0
WBGene00001000	X	8050466	8058220	-	7755	8	12	9	20	18	22
WBGene00015949	X	8061123	8065735	+	4613	0	1	0	1	0	1
WBGene00015948	X	8067568	8068097	+	530	0	0	0	0	0	0
WBGene00015947	X	8069328	8070289	+	962	1	0	0	1	2	0
WBGene00016714	X	8078048	8080256	+	2209	0	0	0	0	4	0
WBGene00019492	X	8080868	8084018	-	3151	2	10	6	7	3	3
WBGene00000929	X	8084210	8086550	-	2341	1	0	0	0	0	1
WBGene00006890	X	8087553	8088574	-	1022	2	1	2	2	3	4
WBGene00019493	X	8089785	8098863	-	9079	1	0	0	0	0	0
WBGene00019491	X	8104298	8107595	+	3298	1	0	0	0	0	0
WBGene00194670	X	8108221	8109245	+	1025	0	0	0	0	0	0
WBGene00019490	X	8110439	8114762	+	4324	2	1	0	1	0	2
WBGene00001953	X	8116457	8120351	+	3895	0	1	0	0	0	0
WBGene00219375	X	8120314	8123368	-	3055	0	0	0	0	0	0
WBGene00015323	X	8124083	8129643	-	5561	0	0	0	0	0	0
WBGene00015324	X	8133151	8136326	-	3176	0	1	1	0	0	1
WBGene00015325	X	8137721	8137879	-	159	0	0	0	0	0	0
WBGene00015322	X	8139446	8140243	+	798	0	0	0	0	1	0
WBGene00015320	X	8147698	8148675	+	978	0	0	0	0	0	0
WBGene00017714	X	8149559	8150721	-	1163	4	0	0	0	0	0
WBGene00001854	X	8159169	8160084	+	916	0	0	0	0	0	0
WBGene00017715	X	8161612	8163073	-	1462	0	0	0	0	0	0
WBGene00015922	X	8169930	8172913	+	2984	4	1	1	1	0	0
WBGene00015921	X	8173910	8180914	+	7005	0	0	0	0	0	0
WBGene00015924	X	8181139	8181640	-	502	0	0	0	0	0	0
WBGene00015925	X	8183008	8185137	-	2130	0	0	0	0	1	0
WBGene00015926	X	8185164	8203784	-	18621	4	0	0	0	3	2
WBGene00000391	X	8208748	8211149	-	2402	0	1	1	0	1	1
WBGene00016738	X	8215065	8215671	+	607	0	0	1	0	0	0
WBGene00077674	X	8218384	8218753	-	370	0	0	0	0	0	0
WBGene00019292	X	8219728	8220064	+	337	0	0	0	0	0	0
WBGene00019293	X	8224315	8225016	-	702	0	0	1	0	0	0
WBGene00019294	X	8228067	8231931	-	3865	1	0	0	3	0	0
WBGene00019780	X	8232251	8236314	-	4064	3	2	1	10	16	6
WBGene00019779	X	8242301	8247869	+	5569	1	3	4	3	2	3
WBGene00002234	X	8243131	8246369	-	3239	0	0	0	0	1	1
WBGene00019781	X	8248121	8252458	-	4338	1	0	0	1	0	1
WBGene00019782	X	8257998	8261175	-	3178	0	0	0	1	0	0
WBGene00017421	X	8262420	8271021	-	8602	0	0	0	0	0	0
WBGene00002239	X	8275169	8283301	+	8133	1	1	0	1	1	0
WBGene00001425	X	8283275	8285219	-	1945	0	2	0	1	0	0
WBGene00017420	X	8285683	8286785	+	1103	0	0	0	0	0	0
WBGene00017419	X	8287249	8294519	+	7271	3	1	3	3	2	3
WBGene00019987	X	8294625	8296688	+	2064	0	2	1	1	1	0
WBGene00000427	X	8299119	8299654	-	536	0	0	0	0	0	0
WBGene00002127	X	8300027	8302399	-	2373	0	2	2	0	3	2
WBGene00019988	X	8306222	8307700	-	1479	0	0	1	0	0	0
WBGene00005237	X	8317637	8319050	-	1414	0	0	0	0	0	0
WBGene00004141	X	8319594	8320989	-	1396	0	0	0	0	0	0
WBGene00000032	X	8322111	8323343	+	1233	0	0	0	0	0	0
WBGene00019986	X	8323592	8325192	+	1601	4	1	1	0	0	2
WBGene00019989	X	8325107	8326451	-	1345	4	5	3	0	0	0
WBGene00018883	X	8327559	8327900	-	342	0	0	0	0	0	0
WBGene00018882	X	8340693	8340986	+	294	0	0	0	0	0	0
WBGene00018881	X	8341975	8342286	+	312	0	0	0	0	0	0
WBGene00018885	X	8344757	8346348	-	1592	0	1	0	1	2	1
WBGene00018886	X	8348534	8351084	-	2551	0	0	0	0	0	0
WBGene00018226	X	8367853	8371634	+	3782	2	1	1	1	2	1
WBGene00018227	X	8372206	8374529	+	2324	0	0	0	0	0	0
WBGene00018281	X	8378557	8382711	+	4155	0	0	0	0	1	0
WBGene00018282	X	8382705	8384945	-	2241	0	0	0	0	0	0
WBGene00006942	X	8387442	8392589	-	5148	3	1	3	0	1	0
WBGene00018283	X	8403539	8408367	-	4829	0	0	0	0	0	0
WBGene00017259	X	8409787	8410854	-	1068	0	0	0	0	0	0
WBGene00017258	X	8413430	8414195	+	766	1	1	0	0	0	0
WBGene00000422	X	8414006	8416919	-	2914	1	0	0	0	0	0
WBGene00004998	X	8417419	8418524	-	1106	0	0	0	0	0	0
WBGene00006472	X	8418650	8422055	-	3406	3	1	4	3	8	4
WBGene00006649	X	8422480	8423733	-	1254	0	1	0	0	1	1
WBGene00017257	X	8428838	8430524	+	1687	1	0	0	0	0	0
WBGene00002195	X	8432661	8437350	+	4690	0	0	0	0	0	0
WBGene00017513	X	8446408	8450436	+	4029	0	0	0	0	0	1
WBGene00001068	X	8450381	8455640	-	5260	0	0	0	0	0	0
WBGene00017514	X	8457614	8459848	+	2235	0	1	0	0	0	0
WBGene00017515	X	8459821	8463360	-	3540	0	0	1	0	1	2
WBGene00003174	X	8465760	8470314	-	4555	0	0	0	0	0	0
WBGene00003613	X	8473722	8476178	-	2457	0	2	0	3	1	2
WBGene00020137	X	8495305	8498146	+	2842	0	0	0	0	0	0
WBGene00001703	X	8500021	8501037	+	1017	1	0	0	0	0	0
WBGene00001693	X	8501222	8502288	+	1067	0	0	0	0	1	0
WBGene00019148	X	8507876	8514136	+	6261	0	0	1	0	0	0
WBGene00019149	X	8514083	8520502	-	6420	0	0	0	0	0	0
WBGene00219371	X	8521914	8522901	+	988	0	0	0	0	0	0
WBGene00001448	X	8528250	8531076	+	2827	0	0	0	1	0	0
WBGene00023477	X	8534672	8535106	-	435	0	0	0	0	0	0
WBGene00044337	X	8535469	8535819	+	351	0	0	0	0	0	0
WBGene00044338	X	8537091	8537523	+	433	0	0	0	0	0	0
WBGene00044339	X	8537956	8538362	-	407	0	0	1	0	0	0
WBGene00044340	X	8538726	8539097	+	372	0	1	0	0	0	0
WBGene00044357	X	8541146	8541496	-	351	0	0	0	0	0	0
WBGene00015392	X	8541862	8542283	+	422	0	0	0	0	0	0
WBGene00015391	X	8542757	8546021	-	3265	5	6	5	8	12	7
WBGene00017048	X	8546445	8549073	-	2629	0	0	0	0	0	0
WBGene00044071	X	8552277	8556360	+	4084	1	0	0	3	1	1
WBGene00017046	X	8557146	8563238	+	6093	3	1	1	0	0	1
WBGene00017571	X	8571047	8575451	+	4405	0	0	1	0	2	0
WBGene00044780	X	8577758	8581547	-	3790	0	0	0	0	0	0
WBGene00017570	X	8580517	8583561	+	3045	0	0	0	0	0	0
WBGene00017569	X	8586147	8590308	+	4162	0	0	0	1	1	0
WBGene00003745	X	8593181	8594036	+	856	0	0	0	0	1	1
WBGene00017573	X	8595152	8597747	-	2596	0	0	0	18	14	12
WBGene00017568	X	8601535	8602366	+	832	0	0	0	0	0	0
WBGene00019266	X	8603379	8605058	-	1680	0	0	0	0	0	0
WBGene00019265	X	8605339	8607753	+	2415	0	0	0	0	0	0
WBGene00044578	X	8610906	8611349	+	444	0	0	0	0	0	0
WBGene00019286	X	8613353	8619931	+	6579	0	0	0	0	0	0
WBGene00019287	X	8620570	8625190	-	4621	0	0	0	0	0	0
WBGene00017400	X	8639373	8643917	-	4545	0	0	0	0	0	0
WBGene00017401	X	8646606	8647097	-	492	0	0	0	0	0	0
WBGene00004369	X	8660619	8671827	+	11209	0	0	0	0	1	0
WBGene00019571	X	8673060	8681663	+	8604	0	2	1	1	2	2
WBGene00019572	X	8673084	8677938	+	4855	0	2	1	1	2	2
WBGene00019570	X	8681900	8686277	+	4378	0	0	0	0	0	0
WBGene00018728	X	8697817	8702822	+	5006	0	0	0	0	0	1
WBGene00018727	X	8704306	8707252	+	2947	0	0	0	0	0	0
WBGene00018726	X	8708353	8709404	+	1052	0	0	0	0	0	0
WBGene00018725	X	8709764	8710015	+	252	0	0	2	0	0	0
WBGene00018724	X	8711595	8711828	+	234	0	0	0	1	1	3
WBGene00018729	X	8713544	8713804	-	261	0	0	2	0	3	2
WBGene00018730	X	8716665	8716922	-	258	0	0	0	1	0	1
WBGene00018731	X	8718641	8718904	-	264	0	1	3	7	8	7
WBGene00018732	X	8720315	8720758	-	444	0	0	0	1	0	0
WBGene00006587	X	8721546	8723550	-	2005	21	19	12	75	81	64
WBGene00017149	X	8726794	8727406	-	613	0	0	0	0	0	0
WBGene00019732	X	8731310	8731922	-	613	0	0	0	0	0	0
WBGene00019729	X	8732958	8737015	-	4058	2	2	0	0	1	0
WBGene00019728	X	8739673	8740171	+	499	0	0	0	0	0	0
WBGene00044313	X	8740685	8742996	-	2312	0	0	0	0	0	0
WBGene00019730	X	8748434	8750941	-	2508	3	2	2	18	26	32
WBGene00019731	X	8754561	8761597	-	7037	1	0	1	0	2	2
WBGene00019727	X	8763907	8766280	+	2374	4	1	5	12	16	4
WBGene00022811	X	8778858	8784441	+	5584	0	0	0	0	0	0
WBGene00022810	X	8784534	8787175	+	2642	0	0	0	0	0	0
WBGene00006764	X	8789456	8790621	+	1166	28	37	33	55	54	43
WBGene00006477	X	8792160	8796110	+	3951	0	0	0	0	0	0
WBGene00019870	X	8796545	8797262	-	718	0	0	0	0	0	0
WBGene00019871	X	8801558	8806120	-	4563	0	2	4	0	0	0
WBGene00019872	X	8806658	8811142	-	4485	0	0	0	0	0	0
WBGene00019869	X	8812105	8816841	+	4737	2	1	2	1	1	1
WBGene00002057	X	8820703	8824448	-	3746	1	1	0	1	0	1
WBGene00016190	X	8826604	8828540	-	1937	0	1	1	1	1	1
WBGene00016191	X	8829448	8831262	-	1815	0	1	0	0	0	1
WBGene00016188	X	8831737	8835715	-	3979	0	0	3	0	1	0
WBGene00016187	X	8836016	8838125	+	2110	0	0	0	0	0	0
WBGene00006718	X	8844288	8846275	+	1988	1	0	0	0	1	0
WBGene00219376	X	8847122	8848482	+	1361	0	1	0	0	0	0
WBGene00016189	X	8849056	8853624	-	4569	0	0	0	0	0	0
WBGene00015529	X	8857056	8857954	-	899	0	1	0	0	0	0
WBGene00044579	X	8861258	8861705	+	448	0	0	0	2	1	3
WBGene00002092	X	8866099	8866663	-	565	0	0	0	0	0	0
WBGene00006717	X	8867603	8869162	-	1560	0	0	0	0	0	0
WBGene00006716	X	8869625	8871901	+	2277	0	0	0	0	0	0
WBGene00015527	X	8872933	8874848	-	1916	0	0	0	1	0	0
WBGene00015528	X	8879649	8880406	+	758	0	0	0	0	0	0
WBGene00015740	X	8893108	8898535	+	5428	0	0	1	0	0	2
WBGene00017013	X	8905389	8910838	+	5450	0	0	0	0	0	0
WBGene00000884	X	8911293	8914261	+	2969	0	2	2	0	0	0
WBGene00003752	X	8917423	8919423	-	2001	1	0	1	2	1	1
WBGene00017012	X	8931179	8939263	+	8085	3	1	3	11	4	5
WBGene00017014	X	8939220	8940159	-	940	0	0	0	0	0	0
WBGene00017039	X	8941395	8950978	-	9584	0	0	0	0	0	0
WBGene00016748	X	8957530	8961170	-	3641	0	0	0	0	0	0
WBGene00016747	X	8980976	8985063	+	4088	0	0	0	0	0	0
WBGene00006672	X	8988128	8991975	+	3848	1	3	1	3	2	2
WBGene00016034	X	8992406	8994763	+	2358	0	0	1	0	0	0
WBGene00016033	X	8997500	8998859	+	1360	0	0	1	2	1	4
WBGene00016032	X	8999071	9006053	+	6983	0	0	0	0	0	0
WBGene00044580	X	9009759	9010518	-	760	0	0	0	0	0	0
